word,src,timestep,PC1,PC2
統一,ptt,6,0.19667923,0.027119035
臺獨,ptt,6,-0.14658065,0.09952499
分裂,ptt,6,0.3444603,0.17902976
武統,ptt,6,0.9391003,0.08486253
民進黨,ptt,7,-0.35552534,1.7536834
臺灣,ptt,7,1.388028,0.39956146
國民黨,ptt,7,-0.22313198,2.0253334
統一,ptt,7,0.34189388,-0.18421572
中華民國,ptt,7,0.57966024,0.03466093
和平,ptt,7,-0.6954232,0.094540454
獨立,ptt,7,0.34336928,0.11297057
兩岸,ptt,7,-0.7025771,-0.16977844
武統,ptt,7,0.33053458,-0.08375321
臺獨,ptt,7,-0.367341,0.19056398
臺商,ptt,7,1.1152877,0.14656036
分裂,ptt,7,-0.04826056,0.030139945
臺灣,ptt,8,1.483524,0.35887623
兩岸,ptt,8,-1.115904,-0.1716151
國民黨,ptt,8,-0.3343594,1.5198408
和平,ptt,8,-0.35808903,-0.8919686
中華民國,ptt,8,0.29489622,0.20782712
獨立,ptt,8,0.79419005,-0.38083225
民進黨,ptt,8,-0.3157581,1.8229431
統一,ptt,8,0.10706617,-0.26459435
臺獨,ptt,8,-0.34869888,-0.052509982
武統,ptt,8,0.6017998,-0.16522224
臺商,ptt,8,1.1518239,0.03896041
分裂,ptt,8,0.9407324,0.03141098
臺灣,ptt,9,1.2633176,0.33768448
中華民國,ptt,9,0.4934552,-0.04362295
國民黨,ptt,9,-0.35367963,1.7082399
民進黨,ptt,9,-0.4240377,1.8833624
兩岸,ptt,9,-0.93969107,-0.1222124
分裂,ptt,9,-0.5627937,-0.49415988
獨立,ptt,9,0.4745699,-0.23884727
和平,ptt,9,-0.9948906,-0.9331405
統一,ptt,9,0.42115405,-0.09174448
臺商,ptt,9,0.7008922,0.28417766
臺獨,ptt,9,-0.74640095,-0.03740031
武統,ptt,9,0.6645245,-0.2176708
